Cuntrycd,Stkcd,Stknme,Conme,Conme_en,Indcd,Indnme,Nindcd,Nindnme,Nnindcd,Nnindnme,Estbdt,Listdt,Favaldt,Curtrd,Ipoprm,Ipoprc,Ipocur,Nshripo,Parvcur,Ipodt,Parval,Sctcd,Statco,Crcd,Statdt,Commnt,Markettype
10,600433,冠豪高新,广东冠豪高新技术股份有限公司,"GUANGDONG GUANHAO HIGH-TECH CO.,LTD",5,工业,C31,造纸及纸制品业,C22,造纸及纸制品业,1999/7/21,2003/6/19,2003/6/19,CNY,3.6,4.6,CNY,60000,CNY,2003/6/5,1,1,A,,2017/4/27,,1
10,600435,北方导航,北方导航控制技术股份有限公司,"North Navigation Control Technology Co., Ltd.",5,工业,C51,电子元器件制造业,C39,计算机、通信和其他电子设备制造业,2000/9/11,2003/7/4,2003/7/4,CNY,8.6,9.6,CNY,40000,CNY,2003/6/19,1,1,A,,2017/4/27,,1
10,600436,片仔癀,漳州片仔癀药业股份有限公司,Zhangzhou Pientzehuang Pharmaceutical Co.Ltd.,5,工业,C81,医药制造业,C27,医药制造业,1999/12/28,2003/6/16,2003/6/16,CNY,7.55,8.55,CNY,40000,CNY,2003/5/30,1,1,A,,2017/4/27,,1
10,600438,通威股份,通威股份有限公司,"Tongwei Co., Ltd.",5,工业,C01,食品加工业,C13,农副食品加工业,2000/11/8,2004/3/2,2004/3/2,CNY,6.5,7.5,CNY,60000,CNY,2004/2/16,1,1,A,,2017/4/27,,1
10,600439,瑞贝卡,河南瑞贝卡发制品股份有限公司,"Henan Rebecca Hair Products Co., Ltd.",5,工业,C14,皮革、毛皮、羽绒及制品制造业,C19,皮革、毛皮、羽毛及其制品和制鞋业,1999/10/24,2003/7/10,2003/7/10,CNY,9.4,10.4,CNY,24000,CNY,2003/6/25,1,1,A,,2017/4/27,,1
10,600444,国机通用,国机通用机械科技股份有限公司,"Sinomach General Machinery Science & Technology Co.,Ltd.",5,工业,C71,普通机械制造业,C34,通用设备制造业,2000/8/29,2004/2/19,2004/2/19,CNY,4.03,5.03,CNY,30000,CNY,2004/2/4,1,1,A,,2017/4/27,,1
10,600446,金证股份,深圳市金证科技股份有限公司,"Shenzhen Kingdom Sci-tech Co., Ltd.",2,公用事业,G87,计算机应用服务业,I65,软件和信息技术服务业,2000/11/21,2003/12/24,2003/12/24,CNY,12.11,13.11,CNY,18000,CNY,2003/12/9,1,1,A,,2017/4/27,,1
10,600448,华纺股份,华纺股份有限公司,"HUAFANG CO.,LTD",5,工业,C11,纺织业,C17,纺织业,1999/9/3,2001/9/3,2001/9/3,CNY,4.92,5.92,CNY,93500,CNY,2001/7/26,1,1,A,,2017/4/27,,1
10,600449,宁夏建材,宁夏建材集团股份有限公司,"NINGXIA BULIDING MATERIALS GROUP CO., LTD.",5,工业,C61,非金属矿物制品业,C30,非金属矿物制品业,1998/12/4,2003/8/29,2003/8/29,CNY,5.7,6.7,CNY,48000,CNY,2003/8/14,1,1,A,,2017/9/11,,1
10,600452,涪陵电力,重庆涪陵电力实业股份有限公司,"Chongqing Fuling Electric Power Industrial Co., Ltd.",5,工业,D01,电力、蒸汽、热水的生产和供应业,D44,电力、热力生产和供应业,1999/12/28,2004/3/3,2004/3/3,CNY,3.89,4.89,CNY,52000,CNY,2004/2/17,1,1,A,,2017/4/27,,1
10,600455,博通股份,西安博通资讯股份有限公司,"But'One Information Corporation,Xi'an",4,综合,M,综合类,S90,综合,2000/7/16,2004/3/29,2004/3/29,CNY,7.26,8.26,CNY,22000,CNY,2004/3/12,1,1,A,,2017/4/27,,1
10,600456,宝钛股份,宝鸡钛业股份有限公司,"Baoji Titanium Industry Co., Ltd.",5,工业,C67,有色金属冶炼及压延加工业,C32,有色金属冶炼及压延加工业,1999/7/21,2002/4/12,2002/4/12,CNY,4.4,5.4,CNY,60000,CNY,2002/3/28,1,1,A,,2017/4/27,,1
10,600458,时代新材,株洲时代新材料科技股份有限公司,"Zhuzhou Times New Material Technology Co., Ltd.",5,工业,C48,橡胶制造业,C29,橡胶和塑料制品业,1998/5/11,2002/12/19,2002/12/19,CNY,5.6,6.6,CNY,35000,CNY,2002/12/4,1,1,A,,2017/4/27,,1
10,600459,贵研铂业,贵研铂业股份有限公司,"Sino-Platinum Metals Co., Ltd.",5,工业,C67,有色金属冶炼及压延加工业,C32,有色金属冶炼及压延加工业,2000/9/25,2003/5/16,2003/5/16,CNY,5.8,6.8,CNY,40000,CNY,2003/4/21,1,1,A,,2017/4/27,,1
10,600460,士兰微,杭州士兰微电子股份有限公司,"Hangzhou Silan Microelectronics Co., Ltd.",5,工业,C51,电子元器件制造业,C39,计算机、通信和其他电子设备制造业,2000/12/28,2003/3/11,2003/3/11,CNY,10.6,11.6,CNY,26000,CNY,2003/2/24,1,1,A,,2017/8/15,,1
10,600461,洪城水业,江西洪城水业股份有限公司,"Jiangxi Hongcheng Waterworks Co., Ltd.",2,公用事业,D05,自来水的生产和供应业,D46,水的生产和供应业,2001/1/22,2004/6/1,2004/6/1,CNY,4.5,5.5,CNY,50000,CNY,2004/5/17,1,1,A,,2017/4/27,,1
10,600462,九有股份,深圳九有股份有限公司,"Yanbian Shixian Bailu Papermaking Co., Ltd.",5,工业,C51,电子元器件制造业,C39,计算机、通信和其他电子设备制造业,1998/10/30,2003/9/3,2003/9/3,CNY,3.54,4.54,CNY,50000,CNY,2003/8/20,1,1,A,,2017/8/29,,1
10,600463,空港股份,北京空港科技园区股份有限公司,"Beijing Airport High-tech Park Co., Ltd.",3,房地产,E01,土木工程建筑业,E48,土木工程建筑业,2000/3/28,2004/3/18,2004/3/18,CNY,5,6,CNY,40000,CNY,2004/3/3,1,1,A,,2017/4/27,,1
10,600466,蓝光发展,四川蓝光发展股份有限公司,"SICHUAN LANGUANG DEVELOPMENT CO., LTD.",3,房地产,J01,房地产开发与经营业,K70,房地产业,1999/12/17,2001/2/12,2001/2/12,CNY,9.25,10.25,CNY,50000,CNY,2001/1/15,1,1,A,,2017/4/27,,1
10,600467,好当家,山东好当家海洋发展股份有限公司,"Shandong Homey Aquatic Development Co., Ltd.",4,综合,A07,渔业,A04,渔业,1993/1/7,2004/4/5,2004/4/5,CNY,6,7,CNY,60000,CNY,2004/3/19,1,1,A,,2017/4/27,,1
10,600468,百利电气,天津百利特精电气股份有限公司,"Tianjin Benefo Tejing Electric Co., Ltd.",5,工业,C76,电器机械及器材制造业,C38,电气机械及器材制造业,1999/9/23,2001/6/15,2001/6/15,CNY,5.6,6.6,CNY,30000,CNY,2001/5/23,1,1,N,,2017/5/16,,1
10,600469,风神股份,风神轮胎股份有限公司,"AEOLUS TYRE CO., LTD.",5,工业,C48,橡胶制造业,C29,橡胶和塑料制品业,1998/12/1,2003/10/21,2003/10/21,CNY,3.3,4.3,CNY,75000,CNY,2003/9/29,1,1,A,,2017/5/9,,1
10,600470,六国化工,安徽六国化工股份有限公司,"Anhui Liuguo Chemical Co., Ltd.",5,工业,C43,化学原料及化学制品制造业,C26,化学原料及化学制品制造业,2000/12/28,2004/3/5,2004/3/5,CNY,3.2,4.2,CNY,80000,CNY,2004/2/19,1,1,A,,2017/4/27,,1
10,600472,包头铝业,包头铝业股份有限公司,"Baotou Aluminium Co., Ltd.",5,工业,B07,有色金属矿采选业,B09,有色金属矿采选业,2001/6/28,2005/5/9,2005/5/9,CNY,2.5,3.5,CNY,140000,CNY,2005/4/19,1,1,D,,2007/12/26,,1
10,600475,华光股份,无锡华光锅炉股份有限公司,"Wuxi Huaguang Boiler Co., Ltd.",5,工业,C71,普通机械制造业,C34,通用设备制造业,2000/12/26,2003/7/21,2003/7/21,CNY,3.92,4.92,CNY,60000,CNY,2003/7/4,1,1,A,,2017/4/27,,1
10,600476,湘邮科技,湖南湘邮科技股份有限公司,"Hunan Copote Sciencete chnology Co., Ltd",2,公用事业,G87,计算机应用服务业,I65,软件和信息技术服务业,2000/10/17,2003/12/10,2003/12/10,CNY,4.18,5.18,CNY,35000,CNY,2003/11/25,1,1,A,,2017/4/27,,1
10,600477,杭萧钢构,杭萧钢构股份有限公司,"Hangxiao Steel Structure Co.,Ltd",4,综合,E05,装修装饰业,E50,建筑装饰和其他建筑业,1994/12/20,2003/11/10,2003/11/10,CNY,10.24,11.24,CNY,25000,CNY,2003/10/24,1,1,A,,2017/4/27,,1
10,600478,科力远,湖南科力远新能源股份有限公司,"Hunan Corun New Energy Co., Ltd.",5,工业,C76,电器机械及器材制造业,C38,电气机械及器材制造业,2000/8/22,2003/9/18,2003/9/18,CNY,3.93,4.93,CNY,40000,CNY,2003/9/3,1,1,A,,2017/4/27,,1
10,600479,千金药业,株洲千金药业股份有限公司,Zhuzhou Qianjin Pharmaceutical Company Limited,5,工业,C81,医药制造业,C27,医药制造业,1993/8/12,2004/3/12,2004/3/12,CNY,22.05,23.05,CNY,18000,CNY,2004/2/26,1,1,A,,2017/4/27,,1
10,600480,凌云股份,凌云工业股份有限公司,"LINGYUN INDUSTRIAL CO., LTD.",5,工业,C7505,汽车制造业,C36,汽车制造业,2000/11/10,2003/8/15,2003/8/15,CNY,2.48,3.48,CNY,68000,CNY,2003/7/31,1,1,A,,2017/9/26,,1
10,600481,双良节能,双良节能系统股份有限公司,"Shuangliang Eco-Energy Systems Co., Ltd.",5,工业,C76,电器机械及器材制造业,C38,电气机械及器材制造业,1995/10/5,2003/4/22,2003/4/22,CNY,6.24,7.24,CNY,80000,CNY,2003/4/7,1,1,A,,2017/5/18,,1
10,600482,中国动力,中国船舶重工集团动力股份有限公司,"China Shipbuilding Industry Group Power Co., Ltd.",5,工业,C75,交通运输设备制造业,C37,铁路、船舶、航空航天和其它运输设备制造业,2000/6/13,2004/7/14,2004/7/14,CNY,4.72,5.72,CNY,80000,CNY,2004/6/29,1,1,A,,2017/4/27,,1
10,600483,福能股份,福建福能股份有限公司,"FUJIAN FUNENG CO.,LTD",5,工业,D01,电力、蒸汽、热水的生产和供应业,D44,电力、热力生产和供应业,1994/3/26,2004/5/31,2004/5/31,CNY,3.4,4.4,CNY,80000,CNY,2004/5/14,1,1,A,,2017/4/27,,1
10,600485,信威集团,北京信威科技集团股份有限公司,"Beijing Xinwei Technology Group Co., Ltd.",5,工业,G81,通信及相关设备制造业,C39,计算机、通信和其他电子设备制造业,2000/8/16,2003/8/7,2003/8/7,CNY,9.21,10.21,CNY,18000,CNY,2003/7/23,1,1,N,,2016/12/26,,1
10,600486,扬农化工,江苏扬农化工股份有限公司,"Jiangsu Yangnong Chemical Co., Ltd.",5,工业,C43,化学原料及化学制品制造业,C26,化学原料及化学制品制造业,1999/12/10,2002/4/25,2002/4/25,CNY,5.75,6.75,CNY,30000,CNY,2002/4/12,1,1,A,,2017/4/27,,1
10,600487,亨通光电,江苏亨通光电股份有限公司,"Hengtong Optic-electric Co., Ltd.",5,工业,C76,电器机械及器材制造业,C38,电气机械及器材制造业,1999/12/14,2003/8/22,2003/8/22,CNY,10.2,11.2,CNY,35000,CNY,2003/8/7,1,1,A,,2017/4/27,,1
10,600488,天药股份,天津天药药业股份有限公司,"Tianjin Tianyao Pharmaceuticals Co., Ltd.",5,工业,C81,医药制造业,C27,医药制造业,1999/12/1,2001/6/18,2001/6/18,CNY,10.25,11.25,CNY,45000,CNY,2001/5/24,1,1,A,,2017/4/27,,1
10,600489,中金黄金,中金黄金股份有限公司,"Zhongjin Gold Corp., Ltd.",5,工业,B07,有色金属矿采选业,B09,有色金属矿采选业,2000/6/23,2003/8/14,2003/8/14,CNY,3.05,4.05,CNY,100000,CNY,2003/7/30,1,1,A,,2017/4/27,,1
10,600490,鹏欣资源,鹏欣环球资源股份有限公司,"Pengxin International Mining Co.,Ltd",5,工业,C67,有色金属冶炼及压延加工业,C32,有色金属冶炼及压延加工业,2000/9/29,2003/6/26,2003/6/26,CNY,6,7,CNY,30000,CNY,2003/6/11,1,1,A,,2017/8/28,,1
10,600491,龙元建设,龙元建设集团股份有限公司,"Long Yuan Construction Group Co., Ltd.",3,房地产,E01,土木工程建筑业,E48,土木工程建筑业,1998/4/3,2004/5/24,2004/5/24,CNY,16.08,17.08,CNY,28000,CNY,2004/4/30,1,1,A,,2017/4/27,,1
10,600493,凤竹纺织,福建凤竹纺织科技股份有限公司,"Fujian Fynex Textile Science and Technology Co., Ltd.",5,工业,C11,纺织业,C17,纺织业,2000/12/25,2004/4/21,2004/4/21,CNY,4.25,5.25,CNY,60000,CNY,2004/4/6,1,1,A,,2017/4/27,,1
10,600495,晋西车轴,晋西车轴股份有限公司,"Jinxi Axle Co., Ltd.",5,工业,C75,交通运输设备制造业,C37,铁路、船舶、航空航天和其它运输设备制造业,2000/12/27,2004/5/26,2004/5/26,CNY,5.39,6.39,CNY,40000,CNY,2004/5/11,1,1,A,,2017/4/27,,1
10,600496,精工钢构,长江精工钢结构(集团)股份有限公司,"Changjiang Jinggong Steel Building (Group) Co., Ltd.",4,综合,E05,装修装饰业,E50,建筑装饰和其他建筑业,1999/6/28,2002/6/5,2002/6/5,CNY,2.61,3.61,CNY,40000,CNY,2002/5/22,1,1,A,,2017/4/27,,1
10,600497,驰宏锌锗,云南驰宏锌锗股份有限公司,"Yunnan Chihong Zinc and Germanium Co., Ltd.",5,工业,B07,有色金属矿采选业,B09,有色金属矿采选业,2000/7/18,2004/4/20,2004/4/20,CNY,4.72,5.72,CNY,70000,CNY,2004/4/5,1,1,A,,2017/4/27,,1
10,600498,烽火通信,烽火通信科技股份有限公司,"Fiberhome Telecommunication Technologies Co.,Ltd.",5,工业,G81,通信及相关设备制造业,C39,计算机、通信和其他电子设备制造业,1999/12/25,2001/8/23,2001/8/23,CNY,20,21,CNY,88000,CNY,2001/7/26,1,1,A,,2017/4/27,,1
10,600499,科达洁能,广东科达洁能股份有限公司,"Keda Clean Energy Co., Ltd.",5,工业,C73,专用设备制造业,C35,专用设备制造业,2000/9/15,2002/10/10,2002/10/10,CNY,13.2,14.2,CNY,20000,CNY,2002/9/18,1,1,A,,2017/4/27,,1
10,600500,中化国际,中化国际(控股)股份有限公司,SINOCHEM INTERNATIONAL CORPORATION,5,工业,C43,化学原料及化学制品制造业,C26,化学原料及化学制品制造业,1998/12/14,2000/3/1,2000/3/1,CNY,7,8,CNY,120000,CNY,1999/12/21,1,1,A,,2017/4/27,,1
10,600501,航天晨光,航天晨光股份有限公司,Aerosun Corporation,5,工业,C7505,汽车制造业,C36,汽车制造业,1999/9/30,2001/6/15,2001/6/15,CNY,7,8,CNY,40000,CNY,2001/5/24,1,1,A,,2017/4/27,,1
10,600502,安徽水利,安徽水利开发股份有限公司,"Anhui Water Resources Development Co., Ltd.",3,房地产,E01,土木工程建筑业,E48,土木工程建筑业,1998/6/15,2003/4/15,2003/4/15,CNY,4.68,5.68,CNY,58000,CNY,2003/3/31,1,1,A,,2017/4/27,,1
10,600503,华丽家族,华丽家族股份有限公司,"DELUXE FAMILY CO., LTD.",3,房地产,J01,房地产开发与经营业,K70,房地产业,1999/10/27,2002/7/9,2002/7/9,CNY,7.68,8.68,CNY,40000,CNY,2002/6/24,1,1,A,,2017/4/27,,1
10,600505,西昌电力,四川西昌电力股份有限公司,"Sichuan Xichang Electric Power Co., Ltd.",5,工业,D01,电力、蒸汽、热水的生产和供应业,D44,电力、热力生产和供应业,1994/6/18,2002/5/30,2002/5/30,CNY,3.36,4.36,CNY,55000,CNY,2002/5/15,1,1,A,,2017/4/27,,1
10,600506,香梨股份,新疆库尔勒香梨股份有限公司,"Xinjiang Korla Pear Co., Ltd.",4,综合,A01,农业,A01,农业,1999/11/18,2001/12/26,2001/12/26,CNY,3.94,4.94,CNY,50000,CNY,2001/12/13,1,1,A,,2017/4/27,,1
10,600507,方大特钢,方大特钢科技股份有限公司,"FANGDA SPECIAL STEEL TECHNOLOGY CO., LTD.",5,工业,C65,黑色金属冶炼及压延加工业,C31,黑色金属冶炼及压延加工业,1999/9/16,2003/9/30,2003/9/30,CNY,5.5,6.5,CNY,50000,CNY,2003/9/16,1,1,A,,2017/4/27,,1
10,600508,上海能源,上海大屯能源股份有限公司,"SHANGHAI DATUN ENERGY RESOURCES CO., LTD.",5,工业,B01,煤炭采选业,B06,煤炭开采和洗选业,1999/12/29,2001/8/29,2001/8/29,CNY,8,9,CNY,110000,CNY,2001/8/7,1,1,A,,2017/4/27,,1
10,600509,天富能源,新疆天富能源股份有限公司,"Xinjiang Tianfu Energy Co.,Ltd.",5,工业,D01,电力、蒸汽、热水的生产和供应业,D44,电力、热力生产和供应业,1999/3/28,2002/2/28,2002/2/28,CNY,6,7,CNY,60000,CNY,2002/1/28,1,1,A,,2017/4/27,,1
10,600510,黑牡丹,黑牡丹(集团)股份有限公司,"BLACK PEONY (GROUP) CO., LTD.",3,房地产,J01,房地产开发与经营业,K70,房地产业,1993/5/28,2002/6/18,2002/6/18,CNY,13.49,14.49,CNY,38000,CNY,2002/6/3,1,1,A,,2017/4/27,,1
10,600511,国药股份,国药集团药业股份有限公司,China National Medicines Corporation Ltd.,6,商业,H01,食品、饮料、烟草和家庭用品批发业,F51,批发业,1999/12/21,2002/11/27,2002/11/27,CNY,4,5,CNY,53000,CNY,2002/11/12,1,1,A,,2017/4/27,,1
10,600512,腾达建设,腾达建设集团股份有限公司,"Tengda Construction Group Co., Ltd.",3,房地产,E01,土木工程建筑业,E48,土木工程建筑业,1995/8/21,2002/12/26,2002/12/26,CNY,4,5,CNY,60000,CNY,2002/12/11,1,1,A,,2017/4/27,,1
10,600513,联环药业,江苏联环药业股份有限公司,"JIANGSU LIANHUAN PHARMACEUTICAL CO., LTD.",5,工业,C81,医药制造业,C27,医药制造业,2000/2/22,2003/3/19,2003/3/19,CNY,6.88,7.88,CNY,20000,CNY,2003/3/4,1,1,A,,2017/4/27,,1
10,600515,海航基础,海南海航基础设施投资集团股份有限公司,"Hainan HNA Infrastructure Investment Group Co.,LTD",3,房地产,J01,房地产开发与经营业,K70,房地产业,1983/12/30,2002/8/6,2002/8/6,CNY,3.6,4.6,CNY,50000,CNY,2002/7/24,1,1,A,,2017/4/27,,1
10,600516,方大炭素,方大炭素新材料科技股份有限公司,"FANGDA CARBON NEW MATERIAL CO.,LTD",5,工业,C61,非金属矿物制品业,C30,非金属矿物制品业,1999/1/18,2002/8/30,2002/8/30,CNY,5.06,6.06,CNY,80000,CNY,2002/8/15,1,1,A,,2017/8/2,,1
10,600517,置信电气,上海置信电气股份有限公司,"SHANGHAI ZHIXIN ELECTRIC CO., LTD.",5,工业,C76,电器机械及器材制造业,C38,电气机械及器材制造业,2000/9/27,2003/10/10,2003/10/10,CNY,5.3,6.3,CNY,25000,CNY,2003/9/18,1,1,A,,2017/4/27,,1
10,600518,康美药业,康美药业股份有限公司,"Kangmei Pharmaceutical Co., Ltd.",5,工业,C81,医药制造业,C27,医药制造业,1997/6/18,2001/3/19,2001/3/19,CNY,11.57,12.57,CNY,18000,CNY,2001/2/26,1,1,A,,2017/4/27,,1
10,600519,贵州茅台,贵州茅台酒股份有限公司,"Kweichow Moutai Co., Ltd.",5,工业,C05,饮料制造业,C15,酒、饮料和精制茶制造业,1999/11/20,2001/8/27,2001/8/27,CNY,30.39,31.39,CNY,71500,CNY,2001/7/31,1,1,A,,2017/4/27,,1
10,600520,中发科技,铜陵中发三佳科技股份有限公司,"Tongling Zhongfa Suntech Co., Ltd.",5,工业,C76,电器机械及器材制造业,C38,电气机械及器材制造业,2000/4/28,2002/1/8,2002/1/8,CNY,5.8,6.8,CNY,25000,CNY,2001/12/19,1,1,A,,2017/4/27,,1
10,600521,华海药业,浙江华海药业股份有限公司,"ZHEJIANG HUAHAI PHARMACEUTICAL CO., LTD.",5,工业,C81,医药制造业,C27,医药制造业,2001/2/28,2003/3/4,2003/3/4,CNY,14.55,15.55,CNY,35000,CNY,2003/2/17,1,1,A,,2017/4/27,,1
10,600522,中天科技,江苏中天科技股份有限公司,"Jiangsu Zhongtian Technology Co., Ltd.",5,工业,C76,电器机械及器材制造业,C38,电气机械及器材制造业,1996/2/9,2002/10/24,2002/10/24,CNY,4.4,5.4,CNY,70000,CNY,2002/10/10,1,1,A,,2017/4/27,,1
10,600523,贵航股份,贵州贵航汽车零部件股份有限公司,"Guizhou Guihang Automotive Components Co., Ltd.",5,工业,C7505,汽车制造业,C36,汽车制造业,1999/12/29,2001/12/27,2001/12/27,CNY,3.93,4.93,CNY,70000,CNY,2001/12/12,1,1,A,,2017/4/27,,1
10,600525,长园集团,长园集团股份有限公司,CHANGYUAN GROUP LTD.,5,工业,C51,电子元器件制造业,C39,计算机、通信和其他电子设备制造业,2000/6/16,2002/12/2,2002/12/2,CNY,6.6,7.6,CNY,25000,CNY,2002/11/18,1,1,A,,2017/4/27,,1
10,600526,菲达环保,浙江菲达环保科技股份有限公司,"Zhejiang Feida Environmental Science and Technology Co., Ltd.",5,工业,C73,专用设备制造业,C35,专用设备制造业,2000/4/30,2002/7/22,2002/7/22,CNY,6.2,7.2,CNY,40000,CNY,2002/7/8,1,1,A,,2017/4/27,,1
10,600527,江南高纤,江苏江南高纤股份有限公司,"Jiangsu Jiangnan High Polymer Fiber Co., Ltd.",5,工业,C47,化学纤维制造业,C28,化学纤维制造业,1996/11/25,2003/11/27,2003/11/27,CNY,4.52,5.52,CNY,30000,CNY,2003/11/12,1,1,A,,2017/4/27,,1
10,600528,中铁工业,中铁高新工业股份有限公司,China Railway Hi-tech Industry Corporation Limited,5,工业,C73,专用设备制造业,C35,专用设备制造业,1999/9/24,2001/5/28,2001/5/28,CNY,8.5,9.5,CNY,110000,CNY,2001/5/8,1,1,A,,2017/4/27,,1
10,600529,山东药玻,山东省药用玻璃股份有限公司,"Shandong Pharmaceutical Glass Co., Ltd.",5,工业,C61,非金属矿物制品业,C30,非金属矿物制品业,1993/11/8,2002/6/3,2002/6/3,CNY,11.18,12.18,CNY,32000,CNY,2002/5/17,1,1,A,,2017/4/27,,1
10,600530,交大昂立,上海交大昂立股份有限公司,"Shanghai Jiaoda Onlly Co., Ltd.",5,工业,C85,生物制品业,C27,医药制造业,1997/12/24,2001/7/2,2001/7/2,CNY,12.77,13.77,CNY,50000,CNY,2001/6/18,1,1,A,,2017/4/27,,1
10,600531,豫光金铅,河南豫光金铅股份有限公司,"Henan Yuguang Gold and Lead Co., Ltd.",5,工业,C67,有色金属冶炼及压延加工业,C32,有色金属冶炼及压延加工业,2000/1/6,2002/7/30,2002/7/30,CNY,6.34,7.34,CNY,45000,CNY,2002/7/15,1,1,A,,2017/4/27,,1
10,600532,宏达矿业,上海宏达矿业股份有限公司,"SHANGHAI HONGDA MINING CO., LTD.",5,工业,B05,黑色金属矿采选业,B08,黑色金属矿采选业,1999/12/30,2002/10/31,2002/10/31,CNY,5.26,6.26,CNY,40000,CNY,2002/10/16,1,1,A,,2017/4/27,,1
10,600533,栖霞建设,南京栖霞建设股份有限公司,"Nanjing Chixia Development Co., Ltd.",3,房地产,J01,房地产开发与经营业,K70,房地产业,1999/12/23,2002/3/28,2002/3/28,CNY,7.3,8.3,CNY,40000,CNY,2002/3/14,1,1,A,,2017/5/19,,1
10,600535,天士力,天士力医药集团股份有限公司,"TASLY PHARMACEUTICAL GROUP CO.,LTD.",5,工业,C81,医药制造业,C27,医药制造业,2000/4/27,2002/8/23,2002/8/23,CNY,13.7,14.7,CNY,50000,CNY,2002/8/8,1,1,A,,2017/4/27,,1
10,600536,中国软件,中国软件与技术服务股份有限公司,China National Software and Service Company Limited,2,公用事业,G87,计算机应用服务业,I65,软件和信息技术服务业,2000/8/28,2002/5/17,2002/5/17,CNY,10.1,11.1,CNY,30000,CNY,2002/4/24,1,1,A,,2017/4/27,,1
10,600537,亿晶光电,亿晶光电科技股份有限公司,"Eging Photovoltaic Technology Co., Ltd.",5,工业,C76,电器机械及器材制造业,C38,电气机械及器材制造业,2000/11/8,2003/1/23,2003/1/23,CNY,5,6,CNY,50000,CNY,2003/1/8,1,1,A,,2017/4/27,,1
10,600538,国发股份,北海国发海洋生物产业股份有限公司,"BEIHAI GOFAR MARINE BIOLOGICAL INDUSTRY CO., LTD.",5,工业,C43,化学原料及化学制品制造业,C26,化学原料及化学制品制造业,1993/1/22,2003/1/14,2003/1/14,CNY,5.69,6.69,CNY,45000,CNY,2002/12/27,1,1,A,,2017/4/27,,1
10,600539,狮头股份,太原狮头水泥股份有限公司,"Taiyuan Lionhead Cement Co., Ltd.",5,工业,C61,非金属矿物制品业,C30,非金属矿物制品业,1999/2/28,2001/8/24,2001/8/24,CNY,5.98,6.98,CNY,88000,CNY,2001/8/1,1,1,A,,2017/7/10,,1
10,600540,*ST 新赛,新疆赛里木现代农业股份有限公司,"Xinjiang Sailimu Modern Agriculture Co., Ltd.",4,综合,A01,农业,A01,农业,1999/12/22,2004/1/7,2004/1/7,CNY,5.67,6.67,CNY,50000,CNY,2003/12/19,1,1,A,,2017/5/2,,1
10,600543,莫高股份,甘肃莫高实业发展股份有限公司,"Gansu Mogao Industrial Development Co., Ltd.",5,工业,C05,饮料制造业,C15,酒、饮料和精制茶制造业,1999/12/18,2004/3/24,2004/3/24,CNY,4.68,5.68,CNY,56000,CNY,2004/3/9,1,1,A,,2017/6/15,,1
10,600545,新疆城建,新疆城建(集团)股份有限公司,"Xinjiang Urban Construction (Group) Co., Ltd.",3,房地产,E01,土木工程建筑业,E48,土木工程建筑业,1993/2/25,2003/12/3,2003/12/3,CNY,4.96,5.96,CNY,60000,CNY,2003/11/18,1,1,A,,2017/7/3,,1
10,600546,山煤国际,山煤国际能源集团股份有限公司,"Shanxi Coal International Energy Group Co., Ltd.",6,商业,H03,能源、材料和机械电子设备批发业,F51,批发业,2000/11/20,2003/7/31,2003/7/31,CNY,9.51,10.51,CNY,40000,CNY,2003/7/16,1,1,A,,2017/4/27,,1
10,600547,山东黄金,山东黄金矿业股份有限公司,"Shandong Gold-Mining Co., Ltd.",5,工业,B07,有色金属矿采选业,B09,有色金属矿采选业,2000/1/31,2003/8/28,2003/8/28,CNY,3.78,4.78,CNY,60000,CNY,2003/8/13,1,1,A,,2017/5/18,,1
10,600548,深高速,深圳高速公路股份有限公司,"Shenzhen Expressway Co., Ltd.",2,公用事业,F03,公路运输业,G54,道路运输业,1996/12/30,2001/12/25,2001/12/25,CNY,2.66,3.66,CNY,165000,CNY,2001/12/6,1,1,A,,2017/4/27,548,1
10,600549,厦门钨业,厦门钨业股份有限公司,"XIAMEN TUNGSTEN CO., LTD.",5,工业,C67,有色金属冶炼及压延加工业,C32,有色金属冶炼及压延加工业,1997/12/30,2002/11/7,2002/11/7,CNY,10.6,11.6,CNY,30000,CNY,2002/10/24,1,1,A,,2017/4/27,,1
10,600550,保变电气,保定天威保变电气股份有限公司,"Baoding Tianwei Baobian Electric Co., Ltd.",5,工业,C76,电器机械及器材制造业,C38,电气机械及器材制造业,1999/9/28,2001/2/28,2001/2/28,CNY,8.1,9.1,CNY,60000,CNY,2001/1/12,1,1,A,,2017/4/27,,1
10,600551,时代出版,时代出版传媒股份有限公司,"Time Publishing and Media Co., Ltd.",2,公用事业,L01,出版业,R85,新闻和出版业,1999/12/12,2002/9/5,2002/9/5,CNY,3,4,CNY,25000,CNY,2002/8/21,1,1,N,,2017/9/27,,1
10,600552,凯盛科技,凯盛科技股份有限公司,"TRIUMPH SCIENCE & TECHNOLOGY CO., LTD",5,工业,C51,电子元器件制造业,C39,计算机、通信和其他电子设备制造业,2000/9/30,2002/11/8,2002/11/8,CNY,4.6,5.6,CNY,40000,CNY,2002/10/23,1,1,A,,2017/4/27,,1
10,600553,太行水泥,河北太行水泥股份有限公司,"HEBEI TAIHANG CEMENT CO., LTD.",5,工业,C61,非金属矿物制品业,C30,非金属矿物制品业,1993/3/5,2002/8/22,2002/8/22,CNY,4.73,5.73,CNY,50000,CNY,2002/8/7,1,1,D,,2011/2/18,,1
